"PUMFID","WGHT_EPI","DDAY","STARTIME","ENDTIME","STARTMIN","ENDMIN","DURATION","LOCATION","origin","destination","dest","orig","YEAR","MODE"
19005,529.1802,7,1530,1532,930,932,2,14,2,1,"home","work or school",2005,"walking"
19014,2017.449,4,630,700,390,420,30,14,1,2,"work or school","home",2005,"walking"
19014,2017.449,4,1700,1705,1020,1025,5,14,2,1,"home","work or school",2005,"walking"
19019,352.6244,7,1105,1110,665,670,5,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
19034,665.437,4,2035,2055,1235,1255,20,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19037,1242.672,6,635,700,395,420,25,14,1,1,"home","home",2005,"walking"
19037,1242.672,6,1345,1405,825,845,20,14,8,1,"home","work or school",2005,"walking"
19043,583.3059,2,1430,1431,870,871,1,14,2,3,"other's home","work or school",2005,"walking"
19053,1442.691,7,100,120,1500,1520,20,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19060,277.5023,1,925,930,565,570,5,14,1,3,"other's home","home",2005,"walking"
19060,277.5023,1,1000,1005,600,605,5,14,3,1,"home","other's home",2005,"walking"
19060,277.5023,1,1025,1110,625,670,45,14,1,2,"work or school","home",2005,"walking"
19060,277.5023,1,1745,1830,1065,1110,45,14,2,1,"home","work or school",2005,"walking"
19082,783.6771,2,1730,1735,1050,1055,5,14,4,6,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
19082,783.6771,2,1755,1800,1075,1080,5,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19098,61.1739,1,510,530,310,330,20,14,1,2,"work or school","home",2005,"walking"
19115,191.6658,2,955,1015,595,615,20,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
19115,191.6658,2,1030,1050,630,650,20,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19115,191.6658,2,1930,1940,1170,1180,10,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19115,191.6658,2,1950,2000,1190,1200,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19117,1776.411,5,920,930,560,570,10,14,1,2,"work or school","home",2005,"walking"
19117,1776.411,5,2330,2340,1410,1420,10,14,2,1,"home","work or school",2005,"walking"
19119,967.7506,6,655,700,415,420,5,14,1,4,"Restaurant, bar or club","home",2005,"walking"
19123,710.9329,1,920,925,560,565,5,14,1,3,"other's home","home",2005,"walking"
19123,710.9329,1,1340,1342,820,822,2,14,6,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
19123,710.9329,1,2030,2035,1230,1235,5,14,3,1,"home","other's home",2005,"walking"
19127,444.7829,3,830,845,510,525,15,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
19127,444.7829,3,945,1000,585,600,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19140,464.8953,4,1605,1606,965,966,1,14,7,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
19145,75.4442,7,930,945,570,585,15,14,1,5,"Place of worship","home",2005,"walking"
19145,75.4442,7,1100,1115,660,675,15,14,5,4,"Restaurant, bar or club","Place of worship",2005,"walking"
19145,75.4442,7,1145,1200,705,720,15,14,4,5,"Place of worship","Restaurant, bar or club",2005,"walking"
19145,75.4442,7,1300,1310,780,790,10,14,5,10,"Library, museum or theatre","Place of worship",2005,"walking"
19145,75.4442,7,1355,1410,835,850,15,14,10,1,"home","Library, museum or theatre",2005,"walking"
19149,1438.42,4,1100,1105,660,665,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
19158,516.9411,4,1400,1410,840,850,10,14,1,3,"other's home","home",2005,"walking"
19158,516.9411,4,1440,1450,880,890,10,14,3,1,"home","other's home",2005,"walking"
19178,1126.959,6,2320,2325,1400,1405,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19190,1698.988,2,800,810,480,490,10,14,1,2,"work or school","home",2005,"walking"
19190,1698.988,2,1600,1610,960,970,10,14,2,1,"home","work or school",2005,"walking"
19195,3539.534,6,1830,1835,1110,1115,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
19201,831.2019,2,1200,1205,720,725,5,14,1,1,"home","home",2005,"walking"
19212,649.6059,4,815,845,495,525,30,14,1,2,"work or school","home",2005,"walking"
19212,649.6059,4,1630,1700,990,1020,30,14,2,6,"Grocery store, other stores or mall","work or school",2005,"walking"
19212,649.6059,4,1730,1740,1050,1060,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19213,787.6229,2,2000,2002,1200,1202,2,14,1,3,"other's home","home",2005,"walking"
19213,787.6229,2,2102,2104,1262,1264,2,14,3,1,"home","other's home",2005,"walking"
19216,3235.398,5,1615,1620,975,980,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
19216,3235.398,5,1645,1700,1005,1020,15,14,7,2,"work or school","Grocery store, other stores or mall",2005,"walking"
19216,3235.398,5,1800,1805,1080,1085,5,14,2,1,"home","work or school",2005,"walking"
19217,2824.444,2,1730,1800,1050,1080,30,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19217,2824.444,2,2110,2115,1270,1275,5,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
19217,2824.444,2,2145,2215,1305,1335,30,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19222,858.8152,2,1030,1050,630,650,20,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19222,858.8152,2,1900,1920,1140,1160,20,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19224,204.5207,5,730,735,450,455,5,14,1,2,"work or school","home",2005,"walking"
19224,204.5207,5,1645,1650,1005,1010,5,14,2,1,"home","work or school",2005,"walking"
19225,2367.715,6,1437,1442,877,882,5,14,10,7,"Grocery store, other stores or mall","Library, museum or theatre",2005,"walking"
19225,2367.715,6,1550,1600,950,960,10,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19226,224.7034,6,1200,1210,720,730,10,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
19226,224.7034,6,1250,1300,770,780,10,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
19226,224.7034,6,1930,1931,1170,1171,1,14,4,7,"Grocery store, other stores or mall","Restaurant, bar or club",2005,"walking"
19251,253.8079,2,900,910,540,550,10,14,9,3,"other's home","outdoors",2005,"walking"
19251,253.8079,2,940,950,580,590,10,14,3,1,"home","other's home",2005,"walking"
19251,253.8079,2,1320,1335,800,815,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19251,253.8079,2,1420,1435,860,875,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19251,253.8079,2,1700,1715,1020,1035,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19251,253.8079,2,1720,1735,1040,1055,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19258,489.2008,6,1300,1315,780,795,15,14,1,4,"Restaurant, bar or club","home",2005,"walking"
19258,489.2008,6,1445,1500,885,900,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19259,1053.293,4,1400,1415,840,855,15,14,1,1,"home","home",2005,"walking"
19262,1750.457,2,820,835,500,515,15,14,1,8,"work or school","home",2005,"walking"
19262,1750.457,2,1730,1745,1050,1065,15,14,8,1,"home","work or school",2005,"walking"
19262,1750.457,2,1800,1810,1080,1090,10,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
19262,1750.457,2,1850,1900,1130,1140,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19264,2006.396,3,1450,1455,890,895,5,14,7,7,"Grocery store, other stores or mall","Grocery store, other stores or mall",2005,"walking"
19274,450.2578,4,1330,1340,810,820,10,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
19275,940.937,4,2000,2001,1200,1201,1,14,3,7,"Grocery store, other stores or mall","other's home",2005,"walking"
19275,940.937,4,2011,2012,1211,1212,1,14,7,3,"other's home","Grocery store, other stores or mall",2005,"walking"
19294,2354.196,3,1405,1407,845,847,2,14,1,3,"other's home","home",2005,"walking"
19294,2354.196,3,1507,1509,907,909,2,14,3,1,"home","other's home",2005,"walking"
19294,2354.196,3,1959,2001,1199,1201,2,14,1,3,"other's home","home",2005,"walking"
19294,2354.196,3,2021,2023,1221,1223,2,14,3,1,"home","other's home",2005,"walking"
19300,1747.452,6,300,315,1620,1635,15,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19306,2928.346,1,1715,1730,1035,1050,15,14,9,9,"outdoors","outdoors",2005,"walking"
19307,624.2923,3,945,1115,585,675,90,14,9,1,"home","outdoors",2005,"walking"
19314,497.9125,3,855,902,535,542,7,14,1,9,"outdoors","home",2005,"walking"
19314,497.9125,3,1132,1139,692,699,7,14,9,1,"home","outdoors",2005,"walking"
19330,95.7982,4,930,933,570,573,3,14,1,9,"outdoors","home",2005,"walking"
19330,95.7982,4,1133,1136,693,696,3,14,9,1,"home","outdoors",2005,"walking"
19332,562.6203,3,1030,1035,630,635,5,14,2,4,"Restaurant, bar or club","work or school",2005,"walking"
19332,562.6203,3,1045,1050,645,650,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
19332,562.6203,3,1300,1305,780,785,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
19332,562.6203,3,1330,1335,810,815,5,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
19332,562.6203,3,1345,1350,825,830,5,14,4,2,"work or school","Restaurant, bar or club",2005,"walking"
19343,99.3208,5,1230,1300,750,780,30,14,1,8,"work or school","home",2005,"walking"
19343,99.3208,5,1650,1730,1010,1050,40,14,7,10,"Library, museum or theatre","Grocery store, other stores or mall",2005,"walking"
19343,99.3208,5,1740,1750,1060,1070,10,14,10,1,"home","Library, museum or theatre",2005,"walking"
19343,99.3208,5,1930,2000,1170,1200,30,14,1,8,"work or school","home",2005,"walking"
19343,99.3208,5,2130,2140,1290,1300,10,14,8,6,"Grocery store, other stores or mall","work or school",2005,"walking"
19343,99.3208,5,2150,2230,1310,1350,40,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19357,646.4306,1,900,905,540,545,5,14,1,9,"outdoors","home",2005,"walking"
19357,646.4306,1,1130,1135,690,695,5,14,3,1,"home","other's home",2005,"walking"
19357,646.4306,1,1147,1148,707,708,1,14,1,3,"other's home","home",2005,"walking"
19357,646.4306,1,1815,1816,1095,1096,1,14,3,1,"home","other's home",2005,"walking"
19363,597.4395,2,745,800,465,480,15,14,1,2,"work or school","home",2005,"walking"
19363,597.4395,2,1600,1615,960,975,15,14,2,1,"home","work or school",2005,"walking"
19366,563.9459,2,1330,1335,810,815,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
19366,563.9459,2,1355,1400,835,840,5,14,7,2,"work or school","Grocery store, other stores or mall",2005,"walking"
19370,2170.288,3,1300,1630,780,990,210,14,1,1,"home","home",2005,"walking"
19372,106.7844,3,2300,2310,1380,1390,10,14,3,4,"Restaurant, bar or club","other's home",2005,"walking"
19378,1492.388,7,400,405,240,245,5,14,1,1,"home","home",2005,"walking"
19386,1462.958,7,1300,1330,780,810,30,14,1,4,"Restaurant, bar or club","home",2005,"walking"
19394,173.2679,2,1645,1650,1005,1010,5,14,1,9,"outdoors","home",2005,"walking"
19394,173.2679,2,1820,1825,1100,1105,5,14,9,1,"home","outdoors",2005,"walking"
19396,296.0421,3,1830,1833,1110,1113,3,14,1,3,"other's home","home",2005,"walking"
19396,296.0421,3,2030,2033,1230,1233,3,14,3,1,"home","other's home",2005,"walking"
19445,921.3339,4,1230,1245,750,765,15,14,3,1,"home","other's home",2005,"walking"
19455,602.7064,1,1045,1050,645,650,5,14,9,5,"Place of worship","outdoors",2005,"walking"
19455,602.7064,1,1300,1305,780,785,5,14,5,1,"home","Place of worship",2005,"walking"
19464,236.4139,4,1800,1820,1080,1100,20,14,1,5,"Place of worship","home",2005,"walking"
19473,838.6918,3,900,915,540,555,15,14,3,4,"Restaurant, bar or club","other's home",2005,"walking"
19473,838.6918,3,1145,1215,705,735,30,14,7,3,"other's home","Grocery store, other stores or mall",2005,"walking"
19473,838.6918,3,1245,1300,765,780,15,14,3,9,"outdoors","other's home",2005,"walking"
19473,838.6918,3,1500,1515,900,915,15,14,9,3,"other's home","outdoors",2005,"walking"
19473,838.6918,3,1830,1900,1110,1140,30,14,3,4,"Restaurant, bar or club","other's home",2005,"walking"
19473,838.6918,3,2100,2115,1260,1275,15,14,4,3,"other's home","Restaurant, bar or club",2005,"walking"
19474,4097.604,4,1030,1040,630,640,10,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
19474,4097.604,4,1230,1240,750,760,10,14,7,2,"work or school","Grocery store, other stores or mall",2005,"walking"
19477,6193.689,5,1200,1215,720,735,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19477,6193.689,5,1235,1250,755,770,15,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19495,1596.208,6,2100,2105,1260,1265,5,14,3,1,"home","other's home",2005,"walking"
19498,1303.88,2,945,950,585,590,5,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19498,1303.88,2,955,1000,595,600,5,14,7,1,"home","Grocery store, other stores or mall",2005,"walking"
19509,1028.85,4,1400,1415,840,855,15,14,9,6,"Grocery store, other stores or mall","outdoors",2005,"walking"
19509,1028.85,4,1445,1500,885,900,15,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19520,129.7624,6,703,718,423,438,15,14,1,2,"work or school","home",2005,"walking"
19523,2849.86,1,1735,1740,1055,1060,5,14,1,1,"home","home",2005,"walking"
19528,207.9601,3,1421,1431,861,871,10,14,1,8,"work or school","home",2005,"walking"
19528,207.9601,3,1446,1456,886,896,10,14,8,1,"home","work or school",2005,"walking"
19529,986.2627,7,1530,1630,930,990,60,14,1,9,"outdoors","home",2005,"walking"
19529,986.2627,7,1635,1735,995,1055,60,14,9,1,"home","outdoors",2005,"walking"
19530,858.791,2,1615,1645,975,1005,30,14,2,1,"home","work or school",2005,"walking"
19537,2357.946,6,1930,1945,1170,1185,15,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
19537,2357.946,6,1950,2000,1190,1200,10,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19541,690.7805,5,820,830,500,510,10,14,1,4,"Restaurant, bar or club","home",2005,"walking"
19541,690.7805,5,930,940,570,580,10,14,4,1,"home","Restaurant, bar or club",2005,"walking"
19541,690.7805,5,1340,1355,820,835,15,14,1,7,"Grocery store, other stores or mall","home",2005,"walking"
19541,690.7805,5,1410,1415,850,855,5,14,7,4,"Restaurant, bar or club","Grocery store, other stores or mall",2005,"walking"
19550,92.7505,5,815,830,495,510,15,14,1,2,"work or school","home",2005,"walking"
19550,92.7505,5,1730,1745,1050,1065,15,14,2,1,"home","work or school",2005,"walking"
19558,1562.191,5,1307,1309,787,789,2,14,3,3,"other's home","other's home",2005,"walking"
19558,1562.191,5,1400,1405,840,845,5,14,3,3,"other's home","other's home",2005,"walking"
19558,1562.191,5,1500,1505,900,905,5,14,3,3,"other's home","other's home",2005,"walking"
19558,1562.191,5,1615,1620,975,980,5,14,3,3,"other's home","other's home",2005,"walking"
19558,1562.191,5,1700,1705,1020,1025,5,14,3,3,"other's home","other's home",2005,"walking"
19567,1528.993,5,1300,1305,780,785,5,14,2,7,"Grocery store, other stores or mall","work or school",2005,"walking"
19567,1528.993,5,1325,1330,805,810,5,14,7,2,"work or school","Grocery store, other stores or mall",2005,"walking"
19567,1528.993,5,1925,730,1165,1680,515,14,1,1,"home","home",2005,"walking"
19568,913.2856,4,1400,1405,840,845,5,14,1,6,"Grocery store, other stores or mall","home",2005,"walking"
19568,913.2856,4,1435,1440,875,880,5,14,6,1,"home","Grocery store, other stores or mall",2005,"walking"
19594,845.8175,2,757,812,477,492,15,14,1,2,"work or school","home",2005,"walking"
19594,845.8175,2,1900,1915,1140,1155,15,14,2,1,"home","work or school",2005,"walking"
52,1954.667,6,1600,1605,960,965,5,17,1,7,"Grocery store, other stores or mall","home",2005,"cycling"
52,1954.667,6,1610,1615,970,975,5,17,7,1,"home","Grocery store, other stores or mall",2005,"cycling"
